"v (km/s)" BF[g(v)]
-522.813 1.70936e-06
-517.372 1.48044e-06
-511.93 1.14212e-06
-506.489 7.45393e-07
-501.047 3.70389e-07
-495.606 1.0099e-07
-490.164 6.40787e-11
-484.722 9.00604e-08
-479.28 3.36857e-07
-473.838 6.40555e-07
-468.396 8.52209e-07
-462.954 8.35347e-07
-457.511 5.70899e-07
-452.069 2.2405e-07
-446.626 2.5083e-08
-441.184 2.13255e-09
-435.741 1.13701e-09
-430.298 1.14199e-08
-424.855 1.10749e-09
-419.412 1.21527e-06
-413.969 1.32075e-05
-408.526 5.81566e-05
-403.082 0.000155001
-397.639 0.000296707
-392.195 0.000453233
-386.752 0.000595384
-381.308 0.000701742
-375.864 0.000756598
-370.42 0.000757398
-364.976 0.000714745
-359.532 0.000653589
-354.088 0.000599967
-348.643 0.000565967
-343.199 0.000555096
-337.754 0.000565704
-332.31 0.000593648
-326.865 0.000635668
-321.42 0.000688337
-315.975 0.000749968
-310.53 0.000821644
-305.085 0.000909824
-299.64 0.00102753
-294.195 0.0011894
-288.749 0.0014107
-283.304 0.00170366
-277.858 0.00207126
-272.412 0.00250317
-266.966 0.00297184
-261.521 0.00343881
-256.075 0.0038726
-250.628 0.00427841
-245.182 0.00470162
-239.736 0.0051921
-234.289 0.00577712
-228.843 0.0064306
-223.396 0.00705923
-217.95 0.00756524
-212.503 0.00789942
-207.056 0.00808167
-201.609 0.00822942
-196.162 0.00851921
-190.715 0.00911408
-185.267 0.0100669
-179.82 0.0111863
-174.372 0.0119584
-168.925 0.0118047
-163.477 0.0107213
-158.029 0.00949842
-152.581 0.00930912
-147.133 0.0118452
-141.685 0.0219764
-136.237 0.0135693
-130.789 0.0112079
-125.34 0.0115113
-119.892 0.0130469
-114.443 0.0146968
-108.995 0.0156342
-103.546 0.015713
-98.097 0.0153514
-92.648 0.0149977
-87.1989 0.0148579
-81.7497 0.0149492
-76.3004 0.0152325
-70.851 0.0156776
-65.4015 0.0162055
-59.952 0.0166022
-54.5023 0.0165763
-49.0525 0.0160193
-43.6026 0.0153505
-38.1526 0.015227
-32.7026 0.0158326
-27.2524 0.0167057
-21.8021 0.0171074
-16.3517 0.0166646
-10.9012 0.0157614
-5.45067 0.01515
-1.13164e-09 0.0153211
5.45077 0.0159699
10.9016 0.0163
16.3526 0.0159954
21.8037 0.0152544
27.2549 0.0146142
32.7061 0.0145095
38.1575 0.0147747
43.609 0.0149504
49.0605 0.0147889
54.5122 0.0143443
59.9639 0.0137683
65.4158 0.0131329
70.8678 0.0124571
76.3198 0.011799
81.772 0.0113178
87.2242 0.0111801
92.6766 0.0113439
98.1291 0.0114337
103.582 0.010856
109.034 0.00931626
114.487 0.00728641
119.94 0.00569554
125.393 0.00532767
130.846 0.00729612
136.299 0.0160487
141.752 0.00481373
147.206 0.00278893
152.659 0.00265467
158.113 0.00316303
163.566 0.0037626
169.02 0.0039813
174.474 0.00366625
179.928 0.00304451
185.382 0.00242361
190.836 0.00196061
196.29 0.00166685
201.745 0.00149691
207.199 0.00139833
212.654 0.0013249
218.108 0.00124517
223.563 0.00115042
229.018 0.00104737
234.473 0.000946143
239.928 0.000856198
245.383 0.000782715
250.838 0.000724095
256.293 0.00067374
261.749 0.000627322
267.204 0.000586157
272.66 0.000555386
278.116 0.000539831
283.572 0.000544202
289.028 0.000571489
294.484 0.000618526
299.94 0.000670321
305.396 0.000698488
310.852 0.000666184
316.309 0.000548336
321.765 0.000362738
327.222 0.000175998
332.679 5.43081e-05
338.135 7.91511e-06
343.592 1.60961e-07
349.049 3.32558e-08
354.506 4.94287e-10
359.964 1.40109e-08
365.421 1.84669e-08
370.878 2.54939e-07
376.336 5.22351e-07
381.793 5.22022e-07
387.251 3.47714e-07
392.709 1.90346e-07
398.167 1.11653e-07
403.625 9.65153e-08
409.083 1.33054e-07
414.541 2.27219e-07
420.0 3.68859e-07
425.458 4.85834e-07
430.916 4.61023e-07
436.375 2.66605e-07
441.834 6.17251e-08
447.293 1.51207e-11
452.751 5.40908e-09
458.21 3.0503e-10
463.67 1.76437e-10
469.129 2.74595e-07
474.588 3.45911e-06
480.048 1.3929e-05
485.507 2.86803e-05
490.967 3.45319e-05
496.426 2.48877e-05
501.886 1.01266e-05
507.346 1.88476e-06
512.806 6.52352e-08
518.266 5.63508e-09
523.726 9.92215e-11
529.187 8.60291e-09
534.647 2.1925e-11
540.107 5.16147e-08
545.568 1.95586e-07
551.029 3.17359e-07
556.49 3.35579e-07
561.95 2.77268e-07
567.411 2.05687e-07
572.873 1.59031e-07
578.334 1.47626e-07
583.795 1.71964e-07
589.256 2.27282e-07
594.718 2.85512e-07
600.179 2.7807e-07
605.641 1.53661e-07
611.103 1.59641e-08
616.565 1.58082e-08
622.027 1.25085e-08
627.489 4.25474e-08
632.951 4.75361e-08
638.413 1.55057e-06
643.876 2.50859e-05
649.338 0.000114255
654.801 0.000285281
660.263 0.000494047
665.726 0.000679086
671.189 0.000808769
676.652 0.000877675
682.115 0.000879666
687.578 0.000795231
693.042 0.000612049
698.505 0.000368002
703.968 0.000153725
709.432 3.69671e-05
714.896 3.17066e-06
720.359 6.22367e-09
725.823 7.32008e-08
731.287 5.19e-09
736.751 6.06163e-08
742.216 1.77032e-08
747.68 9.11327e-09
753.144 7.59213e-08
758.609 1.26792e-07
764.073 1.33323e-07
769.538 1.22542e-07
775.003 1.17917e-07
780.467 1.25754e-07
785.932 1.39313e-07
791.397 1.40388e-07
796.863 1.08824e-07
802.328 4.89871e-08
807.793 3.92685e-09
813.259 8.24129e-09
818.724 2.59271e-08
824.19 1.05532e-08
829.656 1.41477e-09
835.122 1.24204e-08
840.588 5.65461e-09
846.054 4.62041e-07
851.52 3.11217e-06
856.986 1.06812e-05
862.452 2.50852e-05
867.919 4.48611e-05
873.385 6.44987e-05
878.852 7.77119e-05
884.319 8.16879e-05
889.786 7.81877e-05
895.253 7.13001e-05
900.72 6.46978e-05
906.187 6.0544e-05
911.654 6.01027e-05
917.121 6.45441e-05
922.589 7.55387e-05
928.056 9.55532e-05
933.524 0.000127838
938.992 0.000174729
944.46 0.0002329
949.928 0.000286718
955.396 0.000308618
960.864 0.000276243
966.332 0.000196989
971.8 0.000109363
977.269 4.88371e-05
982.737 2.17903e-05
988.206 1.8967e-05
993.675 6.05754e-05
999.143 0.000478667
1004.61 0.00575231
